Sales Date,Business Unit,Discount_amount,promos
2019-03-14,Surface Laptop,443,1
2019-03-15,Surface Laptop,443,1
2019-03-16,Surface Laptop,443,1
2019-03-17,Surface Laptop,443,1
2019-03-18,Surface Laptop,443,1
2019-03-19,Surface Laptop,443,1
2019-03-20,Surface Laptop,443,1
2019-03-21,Surface Laptop,443,1
2019-03-22,Surface Laptop,443,1
2019-03-23,Surface Laptop,443,1
2019-03-24,Surface Laptop,443,1
2019-03-25,Surface Laptop,443,1
2019-03-26,Surface Laptop,443,1
2019-03-27,Surface Laptop,443,1
2019-03-28,Surface Laptop,443,1
2019-03-29,Surface Laptop,443,1
2019-03-30,Surface Laptop,443,1
2019-03-31,Surface Laptop,443,1
2019-04-01,Surface Laptop,443,1
2019-04-02,Surface Laptop,443,1
2019-04-03,Surface Laptop,443,1
2019-04-04,Surface Laptop,443,1
2019-04-05,Surface Laptop,443,1
2019-04-06,Surface Laptop,443,1
2019-04-07,Surface Laptop,443,1
2019-04-08,Surface Laptop,443,1
2019-04-09,Surface Laptop,443,1
2019-04-10,Surface Laptop,443,1
2019-04-11,Surface Laptop,443,1
2019-04-12,Surface Laptop,443,1
2019-04-13,Surface Laptop,443,1
2019-04-14,Surface Laptop,443,1
2019-04-15,Surface Laptop,443,1
2019-04-16,Surface Laptop,443,1
2019-04-17,Surface Laptop,443,1
2019-04-18,Surface Laptop,443,1
2019-04-19,Surface Laptop,443,1
2019-04-20,Surface Laptop,443,1
2019-04-21,Surface Laptop,443,1
2019-04-22,Surface Laptop,443,1
2019-04-23,Surface Laptop,443,1
2019-04-24,Surface Laptop,443,1
2019-04-25,Surface Laptop,443,1
2019-04-26,Surface Laptop,443,1
2019-04-27,Surface Laptop,443,1
2019-04-28,Surface Laptop,443,1
2019-04-29,Surface Laptop,443,1
2019-04-30,Surface Laptop,443,1
2019-05-01,Surface Laptop,443,1
2019-05-02,Surface Laptop,443,1
2019-05-03,Surface Laptop,443,1
2019-05-04,Surface Laptop,443,1
2019-05-05,Surface Laptop,443,1
2019-05-06,Surface Laptop,443,1
2019-05-07,Surface Laptop,443,1
2019-05-08,Surface Laptop,443,1
2019-05-09,Surface Laptop,443,1
2019-05-10,Surface Laptop,443,1
2019-05-11,Surface Laptop,443,1
2019-05-12,Surface Laptop,443,1
2019-05-13,Surface Laptop,443,1
2019-05-14,Surface Laptop,443,1
2019-05-15,Surface Laptop,443,1
2019-05-16,Surface Laptop,443,1
2019-05-17,Surface Laptop,443,1
2019-05-18,Surface Laptop,443,1
2019-05-19,Surface Laptop,443,1
2019-05-20,Surface Laptop,443,1
2019-05-21,Surface Laptop,443,1
2019-05-22,Surface Laptop,443,1
2019-05-23,Surface Laptop,443,1
2019-05-24,Surface Laptop,443,1
2019-05-25,Surface Laptop,443,1
2019-05-26,Surface Laptop,443,1
2019-05-27,Surface Laptop,443,1
2019-05-28,Surface Laptop,443,1
2019-05-29,Surface Laptop,443,1
2019-05-30,Surface Laptop,443,1
2019-05-31,Surface Laptop,443,1
2019-06-01,Surface Laptop,443,1
2019-06-02,Surface Laptop,443,1
2019-06-03,Surface Laptop,443,1
2019-06-04,Surface Laptop,443,1
2019-06-05,Surface Laptop,443,1
2019-06-06,Surface Laptop,443,1
2019-06-07,Surface Laptop,443,1
2019-06-08,Surface Laptop,443,1
2019-06-09,Surface Laptop,443,1
2019-06-10,Surface Laptop,443,1
2019-06-11,Surface Laptop,443,1
2019-06-12,Surface Laptop,443,1
2019-06-13,Surface Laptop,443,1
2019-06-14,Surface Laptop,443,1
2019-06-15,Surface Laptop,443,1
2019-06-16,Surface Laptop,443,1
2019-06-17,Surface Laptop,443,1
2019-06-18,Surface Laptop,443,1
2019-06-19,Surface Laptop,443,1
2019-06-20,Surface Laptop,443,1
2019-06-21,Surface Laptop,443,1
2019-06-22,Surface Laptop,443,1
2019-06-23,Surface Laptop,443,1
2019-06-24,Surface Laptop,443,1
2019-06-25,Surface Laptop,443,1
2019-06-26,Surface Laptop,443,1
2019-06-27,Surface Laptop,443,1
2019-06-28,Surface Laptop,443,1
2019-06-29,Surface Laptop,443,1
2019-06-30,Surface Laptop,443,1
2019-07-29,Surface Laptop,443,1
2019-07-30,Surface Laptop,443,1
2019-07-31,Surface Laptop,443,1
2019-08-01,Surface Laptop,443,1
2019-08-02,Surface Laptop,443,1
2019-08-03,Surface Laptop,443,1
2019-08-04,Surface Laptop,443,1
2019-08-05,Surface Laptop,443,1
2019-08-06,Surface Laptop,443,1
2019-08-07,Surface Laptop,443,1
2019-08-08,Surface Laptop,443,1
2019-08-09,Surface Laptop,443,1
2019-08-10,Surface Laptop,443,1
2019-08-11,Surface Laptop,443,1
2019-08-12,Surface Laptop,443,1
2019-08-13,Surface Laptop,443,1
2019-08-14,Surface Laptop,443,1
2019-08-15,Surface Laptop,443,1
2019-08-16,Surface Laptop,443,1
2019-08-17,Surface Laptop,443,1
2019-08-18,Surface Laptop,443,1
2019-08-19,Surface Laptop,443,1
2019-08-20,Surface Laptop,443,1
2019-08-21,Surface Laptop,443,1
2019-08-22,Surface Laptop,443,1
2019-08-23,Surface Laptop,443,1
2019-08-24,Surface Laptop,443,1
2019-08-25,Surface Laptop,443,1
2019-08-26,Surface Laptop,443,1
2019-08-27,Surface Laptop,443,1
2019-08-28,Surface Laptop,443,1
2019-08-29,Surface Laptop,443,1
2019-08-30,Surface Laptop,443,1
2019-08-31,Surface Laptop,443,1
2019-09-01,Surface Laptop,443,1
2019-09-02,Surface Laptop,443,1
2019-09-03,Surface Laptop,443,1
2019-09-04,Surface Laptop,443,1
2019-09-05,Surface Laptop,443,1
2019-09-06,Surface Laptop,443,1
2019-09-07,Surface Laptop,443,1
2019-09-08,Surface Laptop,443,1
2019-09-09,Surface Laptop,443,1
2019-09-10,Surface Laptop,443,1
2019-09-11,Surface Laptop,443,1
2019-09-12,Surface Laptop,443,1
2019-09-13,Surface Laptop,443,1
2019-09-14,Surface Laptop,443,1
2019-09-15,Surface Laptop,443,1
2019-09-16,Surface Laptop,443,1
2019-09-17,Surface Laptop,443,1
2019-09-18,Surface Laptop,443,1
2019-09-19,Surface Laptop,443,1
2019-09-20,Surface Laptop,443,1
2019-09-21,Surface Laptop,443,1
2019-09-22,Surface Laptop,443,1
2019-09-23,Surface Laptop,443,1
2019-09-24,Surface Laptop,443,1
2019-09-25,Surface Laptop,443,1
2019-09-26,Surface Laptop,443,1
2019-09-27,Surface Laptop,443,1
2019-09-28,Surface Laptop,443,1
2019-09-29,Surface Laptop,443,1
2019-09-30,Surface Laptop,443,1
2019-11-01,Surface Laptop,260,2
2019-11-02,Surface Laptop,260,2
2019-11-03,Surface Laptop,260,2
2019-11-04,Surface Laptop,260,2
2019-11-05,Surface Laptop,260,2
2019-11-06,Surface Laptop,260,2
2019-11-07,Surface Laptop,260,2
2019-11-08,Surface Laptop,260,2
2019-11-09,Surface Laptop,260,2
2019-11-10,Surface Laptop,260,2
2019-11-11,Surface Laptop,260,2
2019-11-12,Surface Laptop,260,2
2019-11-13,Surface Laptop,260,2
2019-11-14,Surface Laptop,260,2
2019-11-15,Surface Laptop,260,2
2019-11-16,Surface Laptop,260,2
2019-11-17,Surface Laptop,260,2
2019-11-18,Surface Laptop,260,2
2019-11-19,Surface Laptop,260,2
2019-11-20,Surface Laptop,260,2
2019-11-21,Surface Laptop,260,2
2019-11-22,Surface Laptop,260,2
2019-11-23,Surface Laptop,260,2
2019-11-24,Surface Laptop,260,2
2019-11-25,Surface Laptop,260,2
2019-11-26,Surface Laptop,260,2
2019-11-27,Surface Laptop,260,2
2019-11-28,Surface Laptop,260,2
2019-11-29,Surface Laptop,260,2
2019-11-30,Surface Laptop,260,2
2019-12-01,Surface Laptop,208,2
2019-12-02,Surface Laptop,208,2
2019-12-03,Surface Laptop,208,2
2019-12-04,Surface Laptop,208,2
2019-12-05,Surface Laptop,208,2
2019-12-06,Surface Laptop,208,2
2019-12-07,Surface Laptop,208,2
2019-12-08,Surface Laptop,208,2
2019-12-09,Surface Laptop,208,2
2019-12-10,Surface Laptop,208,2
2019-12-11,Surface Laptop,208,2
2019-12-12,Surface Laptop,208,2
2019-12-13,Surface Laptop,208,2
2019-12-14,Surface Laptop,208,2
2019-12-15,Surface Laptop,208,2
2019-12-16,Surface Laptop,208,2
2019-12-17,Surface Laptop,208,2
2019-12-18,Surface Laptop,208,2
2019-12-19,Surface Laptop,208,2
2019-12-20,Surface Laptop,208,2
2019-12-21,Surface Laptop,208,2
2019-12-22,Surface Laptop,208,2
2019-12-23,Surface Laptop,208,2
2019-12-24,Surface Laptop,208,2
2019-12-25,Surface Laptop,208,2
2019-12-26,Surface Laptop,208,2
2019-12-27,Surface Laptop,208,2
2019-12-28,Surface Laptop,208,2
2019-12-29,Surface Laptop,208,2
2019-12-30,Surface Laptop,208,2
2019-12-31,Surface Laptop,208,2
2018-03-01,Surface Book,761,1
2018-03-02,Surface Book,761,1
2018-03-03,Surface Book,761,1
2018-03-04,Surface Book,761,1
2018-03-05,Surface Book,761,1
2018-03-06,Surface Book,761,1
2018-03-07,Surface Book,761,1
2018-03-08,Surface Book,761,1
2018-03-09,Surface Book,761,1
2018-03-10,Surface Book,761,1
2018-03-11,Surface Book,761,1
2018-03-12,Surface Book,761,1
2018-03-13,Surface Book,761,1
2018-03-14,Surface Book,761,1
2018-03-15,Surface Book,761,1
2018-03-16,Surface Book,761,1
2018-03-17,Surface Book,761,1
2018-03-18,Surface Book,761,1
2018-03-19,Surface Book,761,1
2018-03-20,Surface Book,761,1
2018-03-21,Surface Book,761,1
2018-03-22,Surface Book,761,1
2018-03-23,Surface Book,761,1
2018-03-24,Surface Book,761,1
2018-03-25,Surface Book,761,1
2018-03-26,Surface Book,761,1
2018-03-27,Surface Book,761,1
2018-03-28,Surface Book,761,1
2018-03-29,Surface Book,761,1
2018-03-30,Surface Book,761,1
2018-03-31,Surface Book,761,1
2018-04-01,Surface Book,761,1
2018-04-02,Surface Book,761,1
2018-04-03,Surface Book,761,1
2018-04-04,Surface Book,761,1
2018-04-05,Surface Book,761,1
2018-04-06,Surface Book,761,1
2018-04-07,Surface Book,761,1
2018-04-08,Surface Book,761,1
2018-04-09,Surface Book,761,1
2018-04-10,Surface Book,761,1
2018-04-11,Surface Book,761,1
2018-04-12,Surface Book,761,1
2018-04-13,Surface Book,761,1
2018-04-14,Surface Book,761,1
2018-04-15,Surface Book,761,1
2018-04-16,Surface Book,761,1
2018-04-17,Surface Book,761,1
2018-04-18,Surface Book,761,1
2018-04-19,Surface Book,761,1
2018-04-20,Surface Book,761,1
2018-04-21,Surface Book,761,1
2018-04-22,Surface Book,761,1
2018-04-23,Surface Book,761,1
2018-04-24,Surface Book,761,1
2018-04-25,Surface Book,761,1
2018-04-26,Surface Book,761,1
2018-04-27,Surface Book,761,1
2018-04-28,Surface Book,761,1
2018-04-29,Surface Book,761,1
2018-04-30,Surface Book,761,1
2018-05-01,Surface Book,761,1
2018-05-02,Surface Book,761,1
2018-05-03,Surface Book,761,1
2018-05-04,Surface Book,761,1
2018-05-05,Surface Book,761,1
2018-05-06,Surface Book,761,1
2018-05-07,Surface Book,761,1
2018-05-08,Surface Book,761,1
2018-05-09,Surface Book,761,1
2018-05-10,Surface Book,761,1
2018-05-11,Surface Book,761,1
2018-05-12,Surface Book,761,1
2018-05-13,Surface Book,761,1
2018-05-14,Surface Book,761,1
2018-05-15,Surface Book,761,1
2018-05-16,Surface Book,761,1
2018-05-17,Surface Book,761,1
2018-05-18,Surface Book,761,1
2018-05-19,Surface Book,761,1
2018-05-20,Surface Book,761,1
2018-05-21,Surface Book,761,1
2018-05-22,Surface Book,761,1
2018-05-23,Surface Book,761,1
2018-05-24,Surface Book,761,1
2018-05-25,Surface Book,761,1
2018-05-26,Surface Book,761,1
2018-05-27,Surface Book,761,1
2018-05-28,Surface Book,761,1
2018-05-29,Surface Book,761,1
2018-05-30,Surface Book,761,1
2018-05-31,Surface Book,761,1
2018-06-01,Surface Book,761,1
2018-06-02,Surface Book,761,1
2018-06-03,Surface Book,761,1
2018-06-04,Surface Book,761,1
2018-06-05,Surface Book,761,1
2018-06-06,Surface Book,761,1
2018-06-07,Surface Book,761,1
2018-06-08,Surface Book,761,1
2018-06-09,Surface Book,761,1
2018-06-10,Surface Book,761,1
2018-06-11,Surface Book,761,1
2018-06-12,Surface Book,761,1
2018-06-13,Surface Book,761,1
2018-06-14,Surface Book,761,1
2018-06-15,Surface Book,761,1
2018-06-16,Surface Book,761,1
2018-06-17,Surface Book,761,1
2018-06-18,Surface Book,761,1
2018-06-19,Surface Book,761,1
2018-06-20,Surface Book,761,1
2018-06-21,Surface Book,761,1
2018-06-22,Surface Book,761,1
2018-06-23,Surface Book,761,1
2018-06-24,Surface Book,761,1
2018-06-25,Surface Book,761,1
2018-06-26,Surface Book,761,1
2018-06-27,Surface Book,761,1
2018-06-28,Surface Book,761,1
2018-06-29,Surface Book,761,1
2018-06-30,Surface Book,761,1
2018-03-01,Surface Pro,254,2
2018-03-02,Surface Pro,254,2
2018-03-03,Surface Pro,254,2
2018-03-04,Surface Pro,254,2
2018-03-05,Surface Pro,254,2
2018-03-06,Surface Pro,254,2
2018-03-07,Surface Pro,254,2
2018-03-08,Surface Pro,254,2
2018-03-09,Surface Pro,254,2
2018-03-10,Surface Pro,254,2
2018-03-11,Surface Pro,254,2
2018-03-12,Surface Pro,254,2
2018-03-13,Surface Pro,254,2
2018-03-14,Surface Pro,254,2
2018-03-15,Surface Pro,254,2
2018-03-16,Surface Pro,254,2
2018-03-17,Surface Pro,254,2
2018-03-18,Surface Pro,254,2
2018-03-19,Surface Pro,254,2
2018-03-20,Surface Pro,254,2
2018-03-21,Surface Pro,254,2
2018-03-22,Surface Pro,254,2
2018-03-23,Surface Pro,254,2
2018-03-24,Surface Pro,254,2
2018-03-25,Surface Pro,254,2
2018-03-26,Surface Pro,254,2
2018-03-27,Surface Pro,254,2
2018-03-28,Surface Pro,254,2
2018-03-29,Surface Pro,254,2
2018-03-30,Surface Pro,254,2
2018-03-31,Surface Pro,254,2
2018-05-01,Surface Pro,254,2
2018-05-02,Surface Pro,254,2
2018-05-03,Surface Pro,254,2
2018-05-04,Surface Pro,254,2
2018-05-05,Surface Pro,254,2
2018-05-06,Surface Pro,254,2
2018-05-07,Surface Pro,254,2
2018-05-08,Surface Pro,254,2
2018-05-09,Surface Pro,254,2
2018-05-10,Surface Pro,254,2
2018-05-11,Surface Pro,254,2
2018-05-12,Surface Pro,254,2
2018-05-13,Surface Pro,254,2
2018-05-14,Surface Pro,254,2
2018-05-15,Surface Pro,254,2
2018-05-16,Surface Pro,254,2
2018-05-17,Surface Pro,254,2
2018-05-18,Surface Pro,254,2
2018-05-19,Surface Pro,254,2
2018-05-20,Surface Pro,254,2
2018-05-21,Surface Pro,254,2
2018-05-22,Surface Pro,254,2
2018-05-23,Surface Pro,254,2
2018-05-24,Surface Pro,254,2
2018-05-25,Surface Pro,254,2
2018-05-26,Surface Pro,254,2
2018-05-27,Surface Pro,254,2
2018-05-28,Surface Pro,254,2
2018-05-29,Surface Pro,254,2
2018-05-30,Surface Pro,254,2
2018-05-31,Surface Pro,254,2
2018-06-01,Surface Pro,254,2
2018-06-02,Surface Pro,254,2
2018-06-03,Surface Pro,254,2
2018-06-04,Surface Pro,254,2
2018-06-05,Surface Pro,254,2
2018-06-06,Surface Pro,254,2
2018-06-07,Surface Pro,254,2
2018-06-08,Surface Pro,254,2
2018-06-09,Surface Pro,254,2
2018-06-10,Surface Pro,254,2
2018-06-11,Surface Pro,254,2
2018-06-12,Surface Pro,254,2
2018-06-13,Surface Pro,254,2
2018-06-14,Surface Pro,254,2
2018-06-15,Surface Pro,254,2
2018-06-16,Surface Pro,254,2
2018-06-17,Surface Pro,254,2
2018-06-18,Surface Pro,254,2
2018-06-19,Surface Pro,254,2
2018-06-20,Surface Pro,254,2
2018-06-21,Surface Pro,254,2
2018-06-22,Surface Pro,254,2
2018-06-23,Surface Pro,254,2
2018-06-24,Surface Pro,254,2
2018-06-25,Surface Pro,254,2
2018-06-26,Surface Pro,254,2
2018-06-27,Surface Pro,254,2
2018-06-28,Surface Pro,254,2
2018-06-29,Surface Pro,254,2
2018-06-30,Surface Pro,254,2
2018-09-19,Surface Laptop,316,1
2018-09-20,Surface Laptop,316,1
2018-09-21,Surface Laptop,316,1
2018-09-22,Surface Laptop,316,1
2018-09-23,Surface Laptop,316,1
2018-09-24,Surface Laptop,316,1
2018-09-25,Surface Laptop,316,1
2018-09-26,Surface Laptop,316,1
2018-09-27,Surface Laptop,316,1
2018-09-28,Surface Laptop,316,1
2018-09-29,Surface Laptop,316,1
2018-09-30,Surface Laptop,316,1
2018-10-01,Surface Laptop,316,1
2018-10-02,Surface Laptop,316,1
2018-10-03,Surface Laptop,316,1
2018-10-04,Surface Laptop,316,1
2018-10-05,Surface Laptop,316,1
2018-10-06,Surface Laptop,316,1
2018-10-07,Surface Laptop,316,1
2018-10-08,Surface Laptop,316,1
2018-10-09,Surface Laptop,316,1
2018-10-10,Surface Laptop,316,1
2018-10-11,Surface Laptop,316,1
2018-10-12,Surface Laptop,316,1
2018-10-13,Surface Laptop,316,1
2018-10-14,Surface Laptop,316,1
2018-10-15,Surface Laptop,316,1
2018-10-16,Surface Laptop,316,1
2018-10-17,Surface Laptop,316,1
2018-10-18,Surface Laptop,316,1
2018-10-19,Surface Laptop,316,1
2018-10-20,Surface Laptop,316,1
2018-10-21,Surface Laptop,316,1
2018-10-22,Surface Laptop,316,1
2018-10-23,Surface Laptop,316,1
2018-10-24,Surface Laptop,316,1
2018-10-25,Surface Laptop,316,1
2018-10-26,Surface Laptop,316,1
2018-10-27,Surface Laptop,316,1
2018-10-28,Surface Laptop,316,1
2018-10-29,Surface Laptop,316,1
2018-10-30,Surface Laptop,316,1
2018-10-31,Surface Laptop,316,1
2018-11-01,Surface Laptop,295,2
2018-11-02,Surface Laptop,295,2
2018-11-03,Surface Laptop,295,2
2018-11-04,Surface Laptop,295,2
2018-11-05,Surface Laptop,295,2
2018-11-06,Surface Laptop,295,2
2018-11-07,Surface Laptop,295,2
2018-11-08,Surface Laptop,295,2
2018-11-09,Surface Laptop,295,2
2018-11-10,Surface Laptop,295,2
2018-11-11,Surface Laptop,295,2
2018-11-12,Surface Laptop,295,2
2018-11-13,Surface Laptop,295,2
2018-11-14,Surface Laptop,295,2
2018-11-15,Surface Laptop,295,2
2018-11-16,Surface Laptop,295,2
2018-11-17,Surface Laptop,295,2
2018-11-18,Surface Laptop,295,2
2018-11-19,Surface Laptop,295,2
2018-11-20,Surface Laptop,295,2
2018-11-21,Surface Laptop,295,2
2018-11-22,Surface Laptop,295,2
2018-11-23,Surface Laptop,295,2
2018-11-24,Surface Laptop,295,2
2018-11-25,Surface Laptop,295,2
2018-11-26,Surface Laptop,295,2
2018-11-27,Surface Laptop,295,2
2018-11-28,Surface Laptop,295,2
2018-11-29,Surface Laptop,295,2
2018-11-30,Surface Laptop,295,2
2018-12-01,Surface Laptop,295,2
2018-12-02,Surface Laptop,295,2
2018-12-03,Surface Laptop,295,2
2018-12-04,Surface Laptop,295,2
2018-12-05,Surface Laptop,295,2
2018-12-06,Surface Laptop,295,2
2018-12-07,Surface Laptop,295,2
2018-12-08,Surface Laptop,295,2
2018-12-09,Surface Laptop,295,2
2018-12-10,Surface Laptop,295,2
2018-12-11,Surface Laptop,295,2
2018-12-12,Surface Laptop,295,2
2018-12-13,Surface Laptop,295,2
2018-12-14,Surface Laptop,295,2
2018-12-15,Surface Laptop,295,2
2018-12-16,Surface Laptop,295,2
2018-12-17,Surface Laptop,295,2
2018-12-18,Surface Laptop,295,2
2018-12-19,Surface Laptop,295,2
2018-12-20,Surface Laptop,295,2
2018-12-21,Surface Laptop,295,2
2018-12-22,Surface Laptop,295,2
2018-12-23,Surface Laptop,295,2
2018-12-24,Surface Laptop,295,2
2018-12-25,Surface Laptop,295,2
2018-12-26,Surface Laptop,295,2
2018-12-27,Surface Laptop,295,2
2018-12-28,Surface Laptop,295,2
2018-12-29,Surface Laptop,295,2
2018-12-30,Surface Laptop,295,2
2018-12-31,Surface Laptop,295,2
